study_row_id,network_node_id,record_id,study_label,title,year,doi,experiment_letter,experiment_label,profile_id,parameter_evidence_scope,evidence_stage,toolkit_status,auditory_stimulus,trajectory_kinematics,trial_sequence,task_response,jitter_iti_policy,soa_schedule,tactile_target,baseline_trial_contract,catch_trial_contract,repetition_allocation,block_order_contract,study_structure_schedule,measurement_acquisition_outcome
doi:10.1098/rsos.181878::c,doi:10.1098/rsos.181878,social_coding_2019,Social coding of the multisensory space around us. (c),Social coding of the multisensory space around us.,2019,10.1098/rsos.181878,c,Experiment 3 — audience,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,"A 32-bit/44.1-kHz bubbling-water recording was rendered binaurally in Max/MSP 6.1.8 with Spat, nonindividual LISTEN HRTFs, a 650-m3 virtual room, third-order early reflections, late reverberation, and near-field correction. Reported ear levels ranged 35-61 dBA contralaterally and 37-78 dBA ipsilaterally; the source audio and executable patch are not supplied.","A 3000-ms virtual source approached through the frontal hemifield from either -60 degrees (left) or +60 degrees (right), theoretically spanning 135 to 20 cm from the head in body-centred coordinates.","Experiment 3: audience used the shared protocol: target trials crossed isolated/dyad social condition, left/right hemispace, and 11 tactile timings; 440 targets were randomly intermixed with 40 catches.","Participants pressed a button with the right finger as quickly as possible whenever the left-index vibration occurred, ignored the sound, and withheld on auditory-only catches; no response deadline is reported.",Each 3000-ms auditory stimulus had 1000 ms fixed presound silence and 2700-3300 ms postsound silence; the variable postsound range is reported but its sampling distribution is not specified.,"Tactile onset relative to sound onset: -650 ms (Tbefore), 0, 375, 750, 1125, 1500, 1875, 2250, 2625, 3000 ms (T1-T9), and +3650 ms (Tafter).","A 28-mm miniature speaker delivered a 20-ms, 250-Hz sinusoidal vibration to the palmar surface of the left index finger.","Unimodal tactile baselines occurred in silence at -650 ms and +3650 ms from sound onset. Across 2 social x 2 hemispace crossings and 10 repetitions, this resolves to 40 Tbefore and 40 Tafter trials (80 total).",Forty auditory-only catch trials (8.3% of all trials) contained no tactile target and required response withholding; they were randomly intermixed with targets.,"Ten target trials in each of 44 conditions gave 440 target trials; adding 40 catches gave 480 total trials, with no reported count exceptions.","The 480 trials were equally divided into 10 blocks of 48 (about 5 min each); target/catch trials were randomized, and the isolated-versus-dyad condition order was counterbalanced between participants.",Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: condition_specific_pps_sessions,"tactile_rt: behavioral_response, reaction time to left-index vibration, native_response_log"
doi:10.1016/j.neuropsychologia.2020.107579,doi:10.1016/j.neuropsychologia.2020.107579,,Schizotypy and individual differences in peripersonal space plasticity.,Schizotypy and individual differences in peripersonal space plasticity.,2020,10.1016/j.neuropsychologia.2020.107579,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,,,,,,,,,,,,,
doi:10.1016/j.neuropsychologia.2020.107622,doi:10.1016/j.neuropsychologia.2020.107622,ferroni_2020_tool_observation,Effect of tool-use observation on metric body representation and peripersonal space.,Effect of tool-use observation on metric body representation and peripersonal space.,2020,10.1016/j.neuropsychologia.2020.107622,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,,,,,,,,,,,,,
doi:10.1038/s41598-019-45224-w,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,Enlarged representation of peripersonal space in pregnancy.,2019,10.1038/s41598-019-45224-w,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,A 3000-ms 44.1-kHz pink-noise loom rose exponentially from 55 to 70 dB using two physical speakers; original assets and exact envelopes are unavailable.,One sagittal/body-directed apparent approach over the 1-m separation between far and near speakers during 3000 ms.,"Randomized audio-tactile target trials at five tactile delays and sound-only catches; no tactile-only baselines. The task repeats at second trimester, third trimester, and postpartum when attended.",Blindfolded participants ignored sound and pressed a left-hand key as quickly as possible after the abdominal tap; no response deadline is reported.,No intertrial interval or jitter rule is reported for the 65-trial PPS task.,"Abdominal taps occurred 300, 800, 1500, 2200, or 2500 ms after looming-sound onset.","A custom small mechanical tapper attached to the abdomen delivered the tactile target; pulse waveform, force, contact area, and duration are not reported.",The authors explicitly omitted tactile-only baseline trials to shorten testing for pregnant participants.,Fifteen randomly ordered sound-only trials per PPS session; no abdominal tap and no response expected.,Five tactile delays x 10 repetitions = 50 targets plus 15 catches = 65 trials per attended session.,"One randomized 65-trial PPS block per attended testing session; pregnant participants were scheduled in second trimester, third trimester, and approximately 8 weeks postpartum, but attrition/replacement produced variable attendance.",Design family: mixed_factorial | Assignment scope: observational_cohorts | Pps occurrence pattern: repeated_multi_timepoint,"abdominal_key_rt: behavioral_response, reaction time from abdominal tap onset, native_response_log"
doi:10.1016/j.actpsy.2004.10.017,doi:10.1016/j.actpsy.2004.10.017,,Audiotactile temporal order judgments.,Audiotactile temporal order judgments.,2005,10.1016/j.actpsy.2004.10.017,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,,,,,,,,,,,,,
doi:10.1016/j.cortex.2021.08.004,doi:10.1016/j.cortex.2021.08.004,seeming_confines_2021,Seeming confines: Electrophysiological evidence of peripersonal space remapping following tool-use in humans.,Seeming confines: Electrophysiological evidence of peripersonal space remapping following tool-use in humans.,2021,10.1016/j.cortex.2021.08.004,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,,,,,,,,,,,,,
doi:10.1016/j.neuropsychologia.2017.07.018,doi:10.1016/j.neuropsychologia.2017.07.018,biggio_2017_racket_tool_use,This racket is not mine: The influence of the tool-use on peripersonal space.,This racket is not mine: The influence of the tool-use on peripersonal space.,2017,10.1016/j.neuropsychologia.2017.07.018,,not_assessed,biggio_2017_common_racket | biggio_2017_no_racket | biggio_2017_personal_racket,none,manual_review,runnable,"Stimulus type: Auditory stimuli were 150 ms bursts of pink noise. | Source provenance: Custom Matlab software synchronized electrical and audio stimuli and controlled trial order; exact pink-noise source file or seed is not supplied. | Auditory conditions: Auditory location conditions were Near and Far, crossed with session/object conditions: no tennis racket, common tennis racket, and personal tennis racket for tennis players. | Gain envelope: Near and far speaker volumes were individually adjusted so sound intensity was 70 dB at the participant's right ear. | Renderer or apparatus: Two identical loudspeakers, a personal computer/custom Matlab synchronization, a DS7AH HV Digitimer stimulator, and microphone voice-response capture.","Trajectory path: Near loudspeaker was close to the right hand, with the hand about 30 cm from the body; far loudspeaker was about 68.5 cm from the near loudspeaker, corresponding to racket tip placement in racket sessions. | Stimulus duration: Pink-noise bursts lasted 150 ms. | Stimulus speed: No moving or looming sound trajectory was used; sounds were emitted from static near or far loudspeakers. | Trajectory count: Two static auditory positions: Near and Far. | Gain envelope: Near and far speaker volumes were individually adjusted so sound intensity was 70 dB at the participant's right ear. | Renderer or apparatus: Two identical loudspeakers, a personal computer/custom Matlab synchronization, a DS7AH HV Digitimer stimulator, and microphone voice-response capture.","Trial rows families: Each session had near audio-tactile target trials, far audio-tactile target trials, and sound-only catch trials. | Task sequence rules: Participants were blindfolded, responded verbally to the electrical tactile target, ignored the auditory stimulus, and withheld responses on sound-only catch trials; a familiarization phase preceded the experiment. | Condition intermixing: Within each session, near, far, and catch trials were randomly ordered. Object/session conditions were separate sessions whose order was counterbalanced.","Task sequence rules: Participants were blindfolded, responded verbally to the electrical tactile target, ignored the auditory stimulus, and withheld responses on sound-only catch trials; a familiarization phase preceded the experiment.",,"Soa table: Near acoustic and tactile stimuli were simultaneous; far sound began slightly before tactile onset to compensate for distance, but the exact lead time is not reported.",Tactile stimulus: Electrical tactile stimulation was delivered at the right wrist through a surface bipolar electrode attached with Velcro and connected to a DS7AH HV Digitimer constant-current stimulator.,Baseline strategy: No separate tactile-only baseline is reported; PPS effects are estimated from near-versus-far audio-tactile reaction times within each object/session condition. | Baseline timing: No tactile-only baseline SOA schedule was used or reported. | Baseline count: No separate baseline trials are reported.,"Catch trial type: Catch trials were sound-only no-response trials split across near and far sound locations. | Catch count: Per session: 30 catch trials, with 15 near-sound-only and 15 far-sound-only trials.",Repetitions per tactile soa condition: Per session: 30 near audio-tactile target trials and 30 far audio-tactile target trials. | Total trial count: Each session contained 90 trials. Thus the reported structure gives 180 task trials for novices and 270 task trials for tennis players across their respective sessions.,"Blocked or random order: No-racket, common-racket, and personal-racket conditions were blocked by session; session order was counterbalanced among subjects, while trials inside each session were random. | Block count: Novices and tennis players completed no-racket and common-racket sessions; tennis players additionally completed a personal-racket session. Session order was counterbalanced. | Condition intermixing: Within each session, near, far, and catch trials were randomly ordered. Object/session conditions were separate sessions whose order was counterbalanced. | Total trial count: Each session contained 90 trials. Thus the reported structure gives 180 task trials for novices and 270 task trials for tennis players across their respective sessions.",Design family: mixed_factorial | Assignment scope: mixed_between_within | Pps occurrence pattern: condition_specific_pps_sessions,
doi:10.1177/1362361319838950,doi:10.1177/1362361319838950,autism_2019,Altered bodily self-consciousness and peripersonal space in autism.,Altered bodily self-consciousness and peripersonal space in autism.,2019,10.1177/1362361319838950,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,"Pink noise was crossfaded between a loudspeaker beside the right hand and another 1 m farther away to create an apparent approach. The exact sound asset, duration, envelopes, level, and calibration are not supplied.","Reciprocal loudspeaker-volume modulation simulated far-to-near motion over a 1-m speaker separation beside the right hand, but sound duration/speed, coordinate endpoints, and exact envelopes are not reported.",Fifty audio-tactile target trials (five delays x 10) and 15 no-tap catches were randomized in one 65-trial PPS task performed before the full-body-illusion experiment.,Blindfolded participants pressed a button with the left hand as fast as possible to a tap on the right middle finger and ignored the sound; no response window is reported.,No ITI or jitter policy is reported for the PPS task.,"Taps began +300, +800, +1500, +2200, and +2500 ms after sound onset.","A custom small tapper dropped a 4-mm magnet to tap the right middle finger; exact contact waveform, duration, and intensity/calibration are not reported.",The fully enumerated 65-trial PPS task contains no tactile-only baseline family.,Fifteen sound-only/no-tap catch trials required withholding the button response and were randomized with target trials.,"Five onset delays x 10 repetitions = 50 target trials, plus 15 catches = 65 trials total.","The paper describes one randomized 65-trial PPS task before the full-body-illusion procedure, but does not explicitly report block subdivision.",Design family: parallel_group | Assignment scope: observational_cohorts | Pps occurrence pattern: single_pps,"tactile_rt: behavioral_response, button reaction time, native_response_log"
doi:10.1111/j.1460-9568.2010.07210.x::a,doi:10.1111/j.1460-9568.2010.07210.x,,Seeing the body modulates audiotactile integration (a),Seeing the body modulates audiotactile integration,2010,10.1111/j.1460-9568.2010.07210.x,a,Experiment 1 — body visible,,none,no_exact_doi_audit_join,not_assessed,"Each trial began with a 40-ms, 120-dB white-noise burst from one of four MLS 3 loudspeakers controlled by E-Prime. Exact noise-generation/asset provenance and calibration procedure are not reported.","No looming motion: physical speakers were static at 60 cm lateral offset and height-matched to the back vibrators, placed 50 cm behind, 50 cm in front, or 150 cm in front of the body.",One white-noise distractor was followed by one vibration; active speaker and motor were varied randomly and independently. Every experimental block contained 80 trials.,"Participants used two response-box buttons with the right hand to classify the vibration as upper versus lower, ignoring side and sound. RT and accuracy were logged; trials without a response by 1500 ms were discarded.",A fixed 1000-ms pause followed each participant response before the succeeding trial; no jitter was used.,The tactile vibration began 56 ms after onset of the 40-ms auditory distractor (tactile-minus-auditory SOA +56 ms).,One of four small vibrating motors on the back was activated for 70 ms: two at the inner shoulder-blade edges about 20 cm apart and two 9 cm below.,The trial sequence always contained both a sound and vibration; no unimodal baseline family is enumerated.,The enumerated design contains no no-target/catch trials; every trial included a tactile target requiring upper/lower classification.,"Experiment 1: body visible contained 240 total trials (3 blocks x 80), but the paper does not report exact repetitions for every randomly selected speaker x vibrator cell.","Three 80-trial blocks: back 50 cm, front 50 cm, and front 150 cm; block order was random.",Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: within_session_block_conditions,"cce_response: behavioral_response, upper/lower discrimination RT and accuracy, native_response_log"
doi:10.1111/j.1460-9568.2010.07210.x::b,doi:10.1111/j.1460-9568.2010.07210.x,,Seeing the body modulates audiotactile integration (b),Seeing the body modulates audiotactile integration,2010,10.1111/j.1460-9568.2010.07210.x,b,Experiment 2 — body not visible,,none,no_exact_doi_audit_join,not_assessed,"Each trial began with a 40-ms, 120-dB white-noise burst from one of four MLS 3 loudspeakers controlled by E-Prime. Exact noise-generation/asset provenance and calibration procedure are not reported.","No looming motion: physical speakers were static at 60 cm lateral offset and height-matched to the back vibrators, placed 50 cm behind, 50 cm in front, or 150 cm in front of the body.",One white-noise distractor was followed by one vibration; active speaker and motor were varied randomly and independently. Every experimental block contained 80 trials.,"Participants used two response-box buttons with the right hand to classify the vibration as upper versus lower, ignoring side and sound. RT and accuracy were logged; trials without a response by 1500 ms were discarded.",A fixed 1000-ms pause followed each participant response before the succeeding trial; no jitter was used.,The tactile vibration began 56 ms after onset of the 40-ms auditory distractor (tactile-minus-auditory SOA +56 ms).,One of four small vibrating motors on the back was activated for 70 ms: two at the inner shoulder-blade edges about 20 cm apart and two 9 cm below.,The trial sequence always contained both a sound and vibration; no unimodal baseline family is enumerated.,The enumerated design contains no no-target/catch trials; every trial included a tactile target requiring upper/lower classification.,"Experiment 2: body not visible contained 240 total trials (3 blocks x 80), but the paper does not report exact repetitions for every randomly selected speaker x vibrator cell.","Three 80-trial blocks: back 50 cm, front 50 cm, and front 150 cm; block order was random.",Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: within_session_block_conditions,"cce_response: behavioral_response, upper/lower discrimination RT and accuracy, native_response_log"
doi:10.1111/j.1460-9568.2010.07210.x::c,doi:10.1111/j.1460-9568.2010.07210.x,,Seeing the body modulates audiotactile integration (c),Seeing the body modulates audiotactile integration,2010,10.1111/j.1460-9568.2010.07210.x,c,Experiment 3 — body visibility by front/back location,,none,no_exact_doi_audit_join,not_assessed,"Each trial began with a 40-ms, 120-dB white-noise burst from one of four MLS 3 loudspeakers controlled by E-Prime. Exact noise-generation/asset provenance and calibration procedure are not reported.","No looming motion: physical speakers were static at 60 cm lateral offset and height-matched to the back vibrators, placed 50 cm behind, 50 cm in front, or 150 cm in front of the body.",One white-noise distractor was followed by one vibration; active speaker and motor were varied randomly and independently. Every experimental block contained 80 trials.,"Participants used two response-box buttons with the right hand to classify the vibration as upper versus lower, ignoring side and sound. RT and accuracy were logged; trials without a response by 1500 ms were discarded.",A fixed 1000-ms pause followed each participant response before the succeeding trial; no jitter was used.,The tactile vibration began 56 ms after onset of the 40-ms auditory distractor (tactile-minus-auditory SOA +56 ms).,One of four small vibrating motors on the back was activated for 70 ms: two at the inner shoulder-blade edges about 20 cm apart and two 9 cm below.,The trial sequence always contained both a sound and vibration; no unimodal baseline family is enumerated.,The enumerated design contains no no-target/catch trials; every trial included a tactile target requiring upper/lower classification.,"Experiment 3: body visibility crossed with location contained 320 total trials (4 blocks x 80), but the paper does not report exact repetitions for every randomly selected speaker x vibrator cell.",Four 80-trial blocks crossed body visible/not visible with front/back 50 cm; block order was randomized across participants.,Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: within_session_block_conditions,"cce_response: behavioral_response, upper/lower discrimination RT and accuracy, native_response_log"
doi:10.1007/s00426-020-01365-6,doi:10.1007/s00426-020-01365-6,jazz_duet_2021,Does musical interaction in a jazz duet modulate peripersonal space?,Does musical interaction in a jazz duet modulate peripersonal space?,2021,10.1007/s00426-020-01365-6,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,,,Trial rows families: Auto-mined candidates: baseline trials,,,,,,,,,,
doi:10.1073/pnas.2024548118,doi:10.1073/pnas.2024548118,ronga_2021_newborn_erp,Spatial tuning of electrophysiological responses to multisensory stimuli reveals a primitive coding of the body boundaries in newborns,Spatial tuning of electrophysiological responses to multisensory stimuli reveals a primitive coding of the body boundaries in newborns,2021,10.1073/pnas.2024548118,,not_assessed,,none,manual_review,supported_incomplete,"Static 784-Hz tones generated in Audacity, 50 ms including 5-ms rise/fall ramps, about 64 dB, with 50-Hz sinusoidal amplitude modulation; exact sound assets are not supplied.",No auditory motion: tones were emitted from static near (<5 cm from the stimulated right hand) or far (140 cm) loudspeakers.,"Five intermixed conditions: tactile-only (T), auditory-only near/far (ANear/AFar), and audio-tactile near/far (TANear/TAFar). In auditory rows sound began 40 ms after the trigger; in bimodal rows it followed touch by 40 ms.",Passive EEG/ERP paradigm; participants made no trial response.,"The intertrial interval was longer than 2 s; exact fixed value, range, and distribution are not reported.",A single bimodal SOA: auditory onset +40 ms relative to tactile/trigger onset; no SOA ladder was manipulated.,A DS7A Digitimer delivered a 200-microsecond nonpainful transcutaneous square-wave electrical pulse through bipolar electrodes on the right-hand dorsum.,"Unisensory T, ANear, and AFar rows were matched-count control families used to form additive multisensory predictions; newborns had 15-30 trials per control condition and adults 36.",No catch/no-go trials are described in the complete five-condition passive protocol.,Newborns: 5 trials per condition per block across 3-6 blocks (15-30 per condition; 75-150 total). Adults: 12 per condition per block across 3 blocks (36 per condition; 180 total).,Newborns completed 3-6 blocks and adults 3 blocks. Five conditions were pseudorandomly intermixed with no more than two identical trials consecutively and equal final counts.,Design family: mixed_factorial | Assignment scope: observational_cohorts | Pps occurrence pattern: multi_scope,"newborn_adult_erp: eeg_erp, spatially tuned multisensory ERP response, hardware_triggered_external_system"
doi:10.1038/s41598-021-90784-5,doi:10.1038/s41598-021-90784-5,matsuda_2021_four_directions,"Peripersonal space in the front, rear, left and right directions for audio-tactile multisensory integration.","Peripersonal space in the front, rear, left and right directions for audio-tactile multisensory integration.",2021,10.1038/s41598-021-90784-5,,not_assessed,matsuda_2021_four_directions,none,manual_review,runnable,A 44.1-kHz pink-noise stimulus moved between loudspeakers at 10 and 110 cm; intensity changed exponentially from 55 to 70 dBA for approach and reversed for recession.,"Linear uniform 100-cm radial motion between 110 and 10 cm over 3000 ms at 33.3 cm/s, approaching or receding, tested in front, rear, left, and right body-relative directions.","Within each direction block, randomized trials comprised approach/recede audio-tactile targets at five in-sound timings, silent-period tactile baselines before/after sound, and auditory-only catches.","Blindfolded participants ignored sound, responded as quickly as possible to chest vibration, and withheld on no-vibration catches; the response device and response deadline are not reported.",No intertrial interval or jitter rule is reported.,"Tbefore -700 ms; T1-T5 300, 800, 1500, 2200, and 2700 ms; Tafter 3700 ms from sound onset (700 ms after sound offset).",A Nidec LD14-002 linear vibration actuator controlled by Arduino delivered a 24-ms vibration to the chest.,Tbefore and Tafter tactile-only trials occurred 700 ms before sound onset or after sound offset: 2 motions x 2 baseline timings x 10 repetitions = 40 per direction block.,"Thirty percent of each direction block was auditory-only/no-vibration catch trials: 60 per block, 240 total.",Per direction: 2 motions x 5 in-sound timings x 10 = 100 bimodal; 2 motions x 2 baselines x 10 = 40 unimodal; plus 60 catches = 200. Four directions yielded 800 trials.,"Four 200-trial direction blocks (front/rear/left/right) were counterbalanced across participants; trials were randomized within block, with breaks after every 50 trials and between blocks.",Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"chest_detection_rt: behavioral_response, reaction time from chest vibration onset, native_response_log"
doi:10.1177/0956797619869337,doi:10.1177/0956797619869337,footsole_vibration_2019,Remapping Peripersonal Space by Using Foot-Sole Vibrations Without Any Body Movement.,Remapping Peripersonal Space by Using Foot-Sole Vibrations Without Any Body Movement.,2019,10.1177/0956797619869337,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,,,,,,,,,,,,,
doi:10.1016/j.neuropsychologia.2021.107823,doi:10.1016/j.neuropsychologia.2021.107823,,Phase-coupling of neural oscillations contributes to individual differences in peripersonal space.,Phase-coupling of neural oscillations contributes to individual differences in peripersonal space.,2021,10.1016/j.neuropsychologia.2021.107823,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,,,,,,,,,,,,,
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,2021,10.1016/j.cortex.2020.11.021,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,Three-second broadband looming sound played over near/far physical speakers; exact spectrum/gain law is not reported.,Geometry: Apparent looming between approximately 100 cm and 0 cm on each tested side. Kinematics: Three-second motion over approximately 1 m; nominal speed approximately 0.33 m/s.,Trial-sequence evidence recoverable from the prior combined review: Respond with the right foot to hand-vibration targets within a 2-s response window.,Respond with the right foot to hand-vibration targets within a 2-s response window.,"Intertrial intervals of 500, 750 or 1000 ms.","Tactile onsets at 300, 1500 and 2700 ms after sound onset.","100-ms, 150-Hz hand vibration; exact intensity/calibration requires further atomic review.","Tactile-only baseline at each of three SOAs on each tested side, 10 repetitions per SOA/side: 3 x 2 x 10 = 60 baseline trials.",Twenty auditory-only catch trials per side.,"Twenty bimodal repetitions per SOA and side; 110 trials per side, 220 total.",Left/right side runs totaled 110 trials each; side order randomized.,Design family: mixed_factorial | Assignment scope: observational_cohorts | Pps occurrence pattern: multi_scope,"foot_pedal_tactile_rt: behavioral_response, reaction time and response accuracy from hand vibration onset, native_response_log | verbal_sound_distance: behavioral_response, reported sound distance in centimeters, unclear"
doi:10.3233/rnn-120286,doi:10.3233/rnn-120286,cimmino_2013_surgical_arm_elongation,Plasticity of body representations after surgical arm elongation in an achondroplasic patient.,Plasticity of body representations after surgical arm elongation in an achondroplasic patient.,2013,10.3233/rnn-120286,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,,,,,,,,,,,,,
doi:10.1038/s41598-022-21469-w,doi:10.1038/s41598-022-21469-w,rossi_sebastiano_2022_visuotactile,Multisensory-driven facilitation within the peripersonal space is modulated by the expectations about stimulus location on the body.,Multisensory-driven facilitation within the peripersonal space is modulated by the expectations about stimulus location on the body.,2022,10.1038/s41598-022-21469-w,,not_assessed,,none,current_audit_without_manual_review,adjacent_scope_conflict,No auditory stimulus is used; the paper studies visuo-tactile PPS.,No auditory trajectory exists.,The reported trial sequence belongs to a visual-tactile task outside the auditory toolkit scope.,Response mechanics are tied to the out-of-scope visual-tactile protocol.,No auditory PPS protocol to replicate.,No auditory-to-tactile SOA schedule.,"Although tactile stimulation is present, it belongs to an out-of-scope visual-tactile protocol and is not a standalone auditory-toolkit implementation.",No auditory PPS baseline contract.,No auditory PPS catch contract.,No auditory PPS repetition allocation.,No auditory PPS block/order contract.,Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,Outcome family and primary measure: No auditory PPS outcome binding. | Acquisition device channels or native response binding: Out-of-scope visual-tactile acquisition. | Event trigger and clock sync: Out of scope. | Acquisition epoch or response window: Out of scope. | Primary outcome definition: Out of scope. | Calibration and online processing: Out of scope.
doi:10.1038/s41598-020-79767-0,doi:10.1038/s41598-020-79767-0,taffou_2021_auditory_roughness,Auditory roughness elicits defense reactions.,Auditory roughness elicits defense reactions.,2021,10.1038/s41598-020-79767-0,,not_assessed,,none,manual_review,supported_incomplete,Two 3000-ms 44.1-kHz synthetic sounds: a 500-Hz harmonic complex with seven harmonics and the same complex amplitude-modulated at 70 Hz (depth 1) for roughness; original audio/Max patches are unavailable.,"One rear-left virtual approach at 135 degrees, from 520 to 20 cm from head center over 3000 ms at 166.67 cm/s.","Fourteen tactile-target cells (roughness x seven timings) were randomized and intermingled with auditory-only catches, then divided into ten 32-trial blocks.","Blindfolded participants ignored sound, pressed a keypad as quickly as possible to tactile events, and withheld on catches; analysis excluded RTs below 100 or above 1000 ms, but online timeout is not stated.",Each trial had fixed 1000-ms pre-sound silence and randomized 2700-3300-ms post-sound silence.,"Tbefore -650 ms; T1-T5 0/750/1500/2250/3000 ms; Tafter 3650 ms from sound onset, corresponding for T1-T5 to 520/395/270/145/20 cm.","A 28-mm Veco miniature loudspeaker delivered a 20-ms, 250-Hz sinusoidal vibration to the palmar left index finger.",Tbefore and Tafter are tactile-only silent-period baselines: 20 repetitions x 2 sounds x 2 timings = 80 trials.,Forty randomly intermingled auditory-only catches; no tactile target and no response expected.,"Seven tactile timings x two sound types x 20 repetitions = 280 tactile-target trials, plus 40 catches = 320.","Ten blocks of 32 randomized trials, approximately 4 min each, after a small training block.",Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: within_session_trial_conditions,"index_keypad_rt: behavioral_response, reaction time from vibration onset, native_response_log"
doi:10.1007/s00221-019-05469-3,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,2019,10.1007/s00221-019-05469-3,,not_assessed,tonelli_2019_echolocation,none,manual_review,runnable,"Task-irrelevant looming white noise delivered by a custom seven-loudspeaker array; the exact waveform, seed, gain program, and source code are unavailable.","One left-lateral head/neck-centered approach from 119 to 17 cm through seven speakers spaced 17 cm, covering 102 cm in 3 s at 34 cm/s.","Randomized audio-tactile targets, tactile-only baselines, and auditory-only catch trials within each pre/post PPS block; trials were experimenter-started.","Blindfolded participants ignored sound, said TAH rapidly to neck vibration, and withheld on auditory-only catches; microphone capture was used, but no response deadline is reported.",Intertrial timing was not fixed because the experimenter initiated each trial; no numeric interval or distribution is reported.,Seven speaker-position anchors at 17-cm increments imply 500-ms tactile steps across the 3000-ms approach.,A custom 18-mm2 vibration motor delivered a 20-ms vibrotactile target to the left neck.,Twenty-eight tactile-only trials per PPS session at 500 ms before sound onset or 500 ms after sound offset; fastest pre/post unimodal mean supported RT correction.,Twenty-eight auditory-only catches per PPS session; no tactile event and no response expected.,"Per PPS session: seven audio-tactile positions x 12 repetitions = 84 targets, plus 28 baselines and 28 catches, totaling 140; pre/post gives 280 PPS trials.","One randomized 140-trial PPS block before and one after the assigned ECHO, TIME, or REST intervention.",Design family: mixed_factorial | Assignment scope: mixed_between_within | Pps occurrence pattern: repeated_pre_post,"vocal_tactile_rt: behavioral_response, reaction time from tactile onset, native_response_log"
doi:10.1038/s41598-019-45084-4::a,doi:10.1038/s41598-019-45084-4,newborn_boundaries_2019,Identifying peripersonal space boundaries in newborns. (a),Identifying peripersonal space boundaries in newborns.,2019,10.1038/s41598-019-45084-4,a,Pilot study — three-intensity audio-tactile newborn task,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,"Pilot: three static 8000-Hz sinusoidal sounds, 2000 ms, at 55, 62.5, or 70 dB.",No moving trajectory: sound intensity was used as a proxy for perceived depth. Physical speaker coordinates and a validated newborn distance mapping are not reported.,"Pilot trial: 3-s central 2.5-Hz attention getter, 2-s concurrent sound and forehead stroke, then 2-s peripheral infant-face targets; three intensity rows randomized.",No instructed motor response; a camera recorded eyes and a blinded observer coded saccadic RT as latency of the first eye movement from center toward a peripheral target within its 2-s display.,"No separate jittered ITI: after the fixed 2000-ms peripheral-target display, the next trial's 3000-ms central attention getter began.",Auditory and tactile stimulation began together during the 2-s sensory phase; audio-tactile onset asynchrony was 0 ms and no SOA ladder was used.,"An experimenter gently and slowly stroked the newborn's forehead once with a paintbrush during the 2-s sound; exact stroke duration, force, path, and trigger precision are not reported.","Pilot used no tactile-only, auditory-only, or other separate baseline family; all trials were audio-tactile.",No catch/no-go trial family was used; the auditory-only Study 1 cohort is an experimental modality control with the same saccadic outcome.,"Pilot maximum 30 randomized trials: 10 at each of 55, 62.5, and 70 dB; completion/validity depended on newborn attention.","One attention-limited randomized Pilot block, up to 30 trials over three intensities.",Design family: adaptive | Assignment scope: single_cohort | Pps occurrence pattern: single_pps,"video_coded_saccadic_rt: behavioral_response, first gaze-shift latency from peripheral-target onset, external_file_import"
