study_row_id,network_node_id,record_id,publication_id,experiment_id,paradigm_variant_id,profile_id,task_family,study_label,experiment_letter,experiment_label,formal_experiment_number,instance_kind,instance_inventory_status,toolkit_scope,parameter_evidence_scope,known_instance_count,instance_count_basis,instance_evidence_pointer,experiment_disaggregation_status,title,year,doi,publication_url,toolkit_status,toolkit_join_status,evidence_stage,pdf_status,supplement_status,extraction_status,manual_review_status,orientation_review_status,visualization_review_status,visualization_candidate_count,network_prominence_rank,network_prominence,atomic_parameter_count,atomic_review_completed_count,atomic_review_required_count,parent_reviewed_missing_count,parent_source_unknown_count,new_parameters_not_in_current_audit_count
doi:10.1016/j.cognition.2015.07.012::b,doi:10.1016/j.cognition.2015.07.012,noel_2015_bodily_self,doi:10.1016/j.cognition.2015.07.012,Experiment 2 — back-space/back,noel_2015_bodily_self,noel_2015_bodily_self_back_space,chest tactile PPS with looming sound,Peripersonal space as the space of the bodily self. (b),b,Experiment 2 — back-space/back,2,experiment,confirmed_main_plus_supplemental_variant,in_scope_pending_disaggregation,composite_requires_split,3,The critical review separates two main experiments and a supplemental front-space receding control.,manual_reviews/noel_2015_bodily_self.json,combined_record_requires_experiment_specific_review,Peripersonal space as the space of the bodily self.,2015,10.1016/j.cognition.2015.07.012,https://doi.org/10.1016/j.cognition.2015.07.012,runnable,doi_matched_manual_parameter_review,manual_review,downloaded,not_found,parsed_with_warnings,manual_review_completed_main_pdf_and_supplement,combined_record_orientation_requires_experiment_check,source_mined,5,10,0.601624917,281,0,281,0,0,61
doi:10.1016/j.cognition.2015.07.012::c,doi:10.1016/j.cognition.2015.07.012,noel_2015_bodily_self,doi:10.1016/j.cognition.2015.07.012,Supplemental front-space receding control,noel_2015_bodily_self,,chest tactile PPS with looming sound,Peripersonal space as the space of the bodily self. (c),c,Supplemental front-space receding control,,supplemental_control,confirmed_main_plus_supplemental_variant,supplemental_in_scope_control,composite_requires_split,3,The critical review separates two main experiments and a supplemental front-space receding control.,manual_reviews/noel_2015_bodily_self.json,combined_record_requires_experiment_specific_review,Peripersonal space as the space of the bodily self.,2015,10.1016/j.cognition.2015.07.012,https://doi.org/10.1016/j.cognition.2015.07.012,runnable,doi_matched_manual_parameter_review,manual_review,downloaded,not_found,parsed_with_warnings,manual_review_completed_main_pdf_and_supplement,combined_record_orientation_requires_experiment_check,source_mined,5,10,0.601624917,281,0,281,0,0,61
doi:10.1016/j.neuropsychologia.2015.03.001::a,doi:10.1016/j.neuropsychologia.2015.03.001,ferri_2015_artificial_valence,doi:10.1016/j.neuropsychologia.2015.03.001,Experiment 1 — artificial power-law-noise valence,ferri_2015_artificial_valence,ferri_2015_artificial_looming_valence,dynamic emotional artificial looming sounds with tactile detection,Emotion-inducing approaching sounds shape the boundaries of multisensory peripersonal space. (a),a,Experiment 1 — artificial power-law-noise valence,1,experiment,confirmed_total,in_scope,experiment_specific,2,"The reviewed accepted-manuscript PDF explicitly labels the artificial power-law-noise task as Experiment 1 and the ecological/IADS-sound task as Experiment 2 in the abstract, Methods, Results, Discussion, figures, and table. The two exact-DOI audit records therefore correspond to formal experiments rather than informal profile variants.","artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2015.03.001__8a3e82fe7431.pdf::PDF pp.1,8-13; parsimonious_source_reviews.v1.json::doi:10.1016/j.neuropsychologia.2015.03.001::a,b",record_already_experiment_specific,Emotion-inducing approaching sounds shape the boundaries of multisensory peripersonal space.,2015,10.1016/j.neuropsychologia.2015.03.001,https://doi.org/10.1016/j.neuropsychologia.2015.03.001,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,11,0.583046176,281,0,281,0,220,61
doi:10.1016/j.neuropsychologia.2015.03.001::b,doi:10.1016/j.neuropsychologia.2015.03.001,ferri_2015_ecological_valence,doi:10.1016/j.neuropsychologia.2015.03.001,Experiment 2 — ecological/IADS-sound valence,ferri_2015_ecological_valence,ferri_2015_ecological_looming_valence,dynamic ecological emotional sounds with tactile detection,Emotion-inducing approaching sounds shape the boundaries of multisensory peripersonal space. (b),b,Experiment 2 — ecological/IADS-sound valence,2,experiment,confirmed_total,in_scope,experiment_specific,2,"The reviewed accepted-manuscript PDF explicitly labels the artificial power-law-noise task as Experiment 1 and the ecological/IADS-sound task as Experiment 2 in the abstract, Methods, Results, Discussion, figures, and table. The two exact-DOI audit records therefore correspond to formal experiments rather than informal profile variants.","artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2015.03.001__8a3e82fe7431.pdf::PDF pp.1,8-13; parsimonious_source_reviews.v1.json::doi:10.1016/j.neuropsychologia.2015.03.001::a,b",record_already_experiment_specific,Emotion-inducing approaching sounds shape the boundaries of multisensory peripersonal space.,2015,10.1016/j.neuropsychologia.2015.03.001,https://doi.org/10.1016/j.neuropsychologia.2015.03.001,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,not_found,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,11,0.583046176,281,0,281,0,220,61
doi:10.3389/fpsyt.2014.00122,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,taffou_2014_cynophobic_rear_looming,taffou_2014_cynophobic_rear_looming,rear-field dog/sheep audio-tactile PPS task,Cynophobic fear adaptively extends peri-personal space.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::taffou_2014_cynophobic_rear_looming,experiment_count_not_assessed,Cynophobic fear adaptively extends peri-personal space.,2014,10.3389/fpsyt.2014.00122,https://doi.org/10.3389/fpsyt.2014.00122,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,needs_user_download,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,12,0.580277698,281,0,281,25,0,61
doi:10.1038/srep02844::a,doi:10.1038/srep02844,,doi:10.1038/srep02844,Experiment 1 — body-representation task; scope unverified,single_or_unassessed,,not_assessed,Amputation and prosthesis implantation shape body and peripersonal space representations. (a),a,Experiment 1 — body-representation task; scope unverified,1,experiment,at_least_three_experiments,scope_not_assessed,none,3,The critical review explicitly covers audio-tactile Experiments 2 and 3; the publication abstract also describes a separate body-representation task treated conservatively as Experiment 1 pending scope verification.,manual_reviews/canzoneri_2013_amputation_prosthesis.json; publication_network.v3.json::doi:10.1038/srep02844,experiment_record_not_available,Amputation and prosthesis implantation shape body and peripersonal space representations.,2013,10.1038/srep02844,https://doi.org/10.1038/srep02844,runnable,doi_matched_manual_parameter_review,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,13,0.571957774,281,0,281,0,220,61
doi:10.1038/srep02844::b,doi:10.1038/srep02844,canzoneri_2013_amputation_prosthesis,doi:10.1038/srep02844,Experiment 2 — audio-tactile PPS,canzoneri_2013_amputation_prosthesis,,Canzoneri-style dynamic PPS task,Amputation and prosthesis implantation shape body and peripersonal space representations. (b),b,Experiment 2 — audio-tactile PPS,2,experiment,at_least_three_experiments,in_scope_pending_disaggregation,composite_requires_split,3,The critical review explicitly covers audio-tactile Experiments 2 and 3; the publication abstract also describes a separate body-representation task treated conservatively as Experiment 1 pending scope verification.,manual_reviews/canzoneri_2013_amputation_prosthesis.json; publication_network.v3.json::doi:10.1038/srep02844,combined_record_requires_experiment_specific_review,Amputation and prosthesis implantation shape body and peripersonal space representations.,2013,10.1038/srep02844,https://doi.org/10.1038/srep02844,runnable,doi_matched_manual_parameter_review,manual_review,downloaded,needs_user_download,parsed_with_warnings,manual_review_completed_open_access_pdf_no_supplement_found,manual_review_missing_orientation_ledger,source_mined,6,13,0.571957774,281,0,281,0,0,61
doi:10.1038/srep02844::c,doi:10.1038/srep02844,canzoneri_2013_amputation_prosthesis,doi:10.1038/srep02844,Experiment 3 — audio-tactile PPS,canzoneri_2013_amputation_prosthesis,,Canzoneri-style dynamic PPS task,Amputation and prosthesis implantation shape body and peripersonal space representations. (c),c,Experiment 3 — audio-tactile PPS,3,experiment,at_least_three_experiments,in_scope_pending_disaggregation,composite_requires_split,3,The critical review explicitly covers audio-tactile Experiments 2 and 3; the publication abstract also describes a separate body-representation task treated conservatively as Experiment 1 pending scope verification.,manual_reviews/canzoneri_2013_amputation_prosthesis.json; publication_network.v3.json::doi:10.1038/srep02844,combined_record_requires_experiment_specific_review,Amputation and prosthesis implantation shape body and peripersonal space representations.,2013,10.1038/srep02844,https://doi.org/10.1038/srep02844,runnable,doi_matched_manual_parameter_review,manual_review,downloaded,needs_user_download,parsed_with_warnings,manual_review_completed_open_access_pdf_no_supplement_found,manual_review_missing_orientation_ledger,source_mined,6,13,0.571957774,281,0,281,0,0,61
doi:10.1093/neucas/7.2.97,doi:10.1093/neucas/7.2.97,ladavas_2001_auditory_tactile_extinction,doi:10.1093/neucas/7.2.97,ladavas_2001_auditory_tactile_extinction,ladavas_2001_auditory_tactile_extinction,,near/far auditory-tactile extinction task around the head in a right-brain-damaged patient,Auditory peripersonal space in humans: a case of auditory-tactile extinction.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::ladavas_2001_auditory_tactile_extinction,experiment_count_not_assessed,Auditory peripersonal space in humans: a case of auditory-tactile extinction.,2001,10.1093/neucas/7.2.97,https://doi.org/10.1093/neucas/7.2.97,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,paywalled,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,14,0.571301504,281,0,281,0,220,61
doi:10.1371/journal.pone.0006582::a,doi:10.1371/journal.pone.0006582,serino_2009_tms,doi:10.1371/journal.pone.0006582,Experiment 1 — hand forward/near speaker,serino_2009_tms,,audio-tactile PPS stimulation with TMS/MEP endpoint,Motor properties of peripersonal space in humans. (a),a,Experiment 1 — hand forward/near speaker,1,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,2,The directly audited publication reports two experiments with separate 12-person samples and different hand positions relative to the near/far sound sources.,"artifacts/paper_metadata_audit/publication_pdfs/doi_10.1371_journal.pone.0006582__fe73a47a3f39.pdf::PDF pp.2-4, Participants, Procedure, and experiment-specific setup; artifacts/paper_metadata_audit/review_batches/batch_b_source_reviews.json",combined_record_requires_experiment_specific_review,Motor properties of peripersonal space in humans.,2009,10.1371/journal.pone.0006582,https://doi.org/10.1371/journal.pone.0006582,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,open_access_unavailable,not_checked,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,15,0.547633257,281,0,281,0,0,61
doi:10.1371/journal.pone.0006582::b,doi:10.1371/journal.pone.0006582,serino_2009_tms,doi:10.1371/journal.pone.0006582,Experiment 2 — hand backward/away from speakers,serino_2009_tms,,audio-tactile PPS stimulation with TMS/MEP endpoint,Motor properties of peripersonal space in humans. (b),b,Experiment 2 — hand backward/away from speakers,2,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,2,The directly audited publication reports two experiments with separate 12-person samples and different hand positions relative to the near/far sound sources.,"artifacts/paper_metadata_audit/publication_pdfs/doi_10.1371_journal.pone.0006582__fe73a47a3f39.pdf::PDF pp.2-4, Participants, Procedure, and experiment-specific setup; artifacts/paper_metadata_audit/review_batches/batch_b_source_reviews.json",combined_record_requires_experiment_specific_review,Motor properties of peripersonal space in humans.,2009,10.1371/journal.pone.0006582,https://doi.org/10.1371/journal.pone.0006582,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,open_access_unavailable,not_checked,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,15,0.547633257,281,0,281,0,0,61
doi:10.3389/fnbeh.2015.00004::a,doi:10.3389/fnbeh.2015.00004,serino_2015_toolless_sync_training,doi:10.3389/fnbeh.2015.00004,Simulation Study,serino_2015_toolless_sync_training,,bimodal IN/OUT target trials plus auditory-only catch trials,Extending peripersonal space representation without tool-use: evidence from a combined behavioral-computational approach. (a),a,Simulation Study,,experiment,confirmed_total,nonempirical_model_out_of_scope,composite_requires_split,2,The paper has formal Simulation Study and Behavioral Study sections with distinct methods/results.,publication PDF pp.3-11,experiment_specific_source_review_available,Extending peripersonal space representation without tool-use: evidence from a combined behavioral-computational approach.,2015,10.3389/fnbeh.2015.00004,https://doi.org/10.3389/fnbeh.2015.00004,runnable,doi_matched_manual_parameter_review,manual_review,downloaded,needs_user_download,parsed_with_warnings,manual_review_completed_publisher_html,combined_record_orientation_requires_experiment_check,source_mined,7,16,0.539403408,281,0,281,0,0,61
doi:10.3389/fnbeh.2015.00004::b,doi:10.3389/fnbeh.2015.00004,serino_2015_toolless_sync_training,doi:10.3389/fnbeh.2015.00004,Behavioral Study,serino_2015_toolless_sync_training,,bimodal IN/OUT target trials plus auditory-only catch trials,Extending peripersonal space representation without tool-use: evidence from a combined behavioral-computational approach. (b),b,Behavioral Study,,experiment,confirmed_total,in_scope,composite_requires_split,2,The paper has formal Simulation Study and Behavioral Study sections with distinct methods/results.,publication PDF pp.3-11,experiment_specific_source_review_available,Extending peripersonal space representation without tool-use: evidence from a combined behavioral-computational approach.,2015,10.3389/fnbeh.2015.00004,https://doi.org/10.3389/fnbeh.2015.00004,runnable,doi_matched_manual_parameter_review,manual_review,downloaded,needs_user_download,parsed_with_warnings,manual_review_completed_publisher_html,combined_record_orientation_requires_experiment_check,source_mined,7,16,0.539403408,281,0,281,0,0,61
doi:10.1093/cercor/bhy156,doi:10.1093/cercor/bhy156,ieeg_trunk_2018,doi:10.1093/cercor/bhy156,ieeg_trunk_2018,ieeg_trunk_2018,,approaching auditory stimuli plus trunk tactile stimulation during iEEG,Audio-Tactile and Peripersonal Space Processing Around the Trunk in Human Parietal and Temporal Cortex: An Intracranial EEG Study.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::ieeg_trunk_2018,experiment_count_not_assessed,Audio-Tactile and Peripersonal Space Processing Around the Trunk in Human Parietal and Temporal Cortex: An Intracranial EEG Study.,2018,10.1093/cercor/bhy156,https://doi.org/10.1093/cercor/bhy156,supported_incomplete,doi_matched_manual_parameter_review,manual_review,downloaded,needs_user_download,parsed_with_warnings,manual_review_completed_main_pdf_supplement_blocked,manual_review_missing_orientation_ledger,source_mined,6,17,0.527724708,281,0,281,17,0,61
doi:10.3389/fpsyg.2015.00639::a,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,doi:10.3389/fpsyg.2015.00639,Experiment 1 - Active wheelchair,galli_2015_wheelchair,,front/back trunk tactile PPS with dynamic auditory field,The wheelchair as a full-body tool extending the peripersonal space. (a),a,Experiment 1 - Active wheelchair,1,experiment,confirmed_total,in_scope,composite_requires_split,3,"Abstract, participant allocation, and procedure explicitly identify three experiments: active, passive, and blindfolded passive wheelchair use.",publication PDF pp.1-5,experiment_specific_source_review_available,The wheelchair as a full-body tool extending the peripersonal space.,2015,10.3389/fpsyg.2015.00639,https://doi.org/10.3389/fpsyg.2015.00639,runnable,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,needs_user_download,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,18,0.52326096,281,0,281,0,0,61
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,doi:10.3389/fpsyg.2015.00639,Experiment 2 - Passive wheelchair,galli_2015_wheelchair,,front/back trunk tactile PPS with dynamic auditory field,The wheelchair as a full-body tool extending the peripersonal space. (b),b,Experiment 2 - Passive wheelchair,2,experiment,confirmed_total,in_scope,composite_requires_split,3,"Abstract, participant allocation, and procedure explicitly identify three experiments: active, passive, and blindfolded passive wheelchair use.",publication PDF pp.1-5,experiment_specific_source_review_available,The wheelchair as a full-body tool extending the peripersonal space.,2015,10.3389/fpsyg.2015.00639,https://doi.org/10.3389/fpsyg.2015.00639,runnable,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,needs_user_download,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,18,0.52326096,281,0,281,0,0,61
doi:10.3389/fpsyg.2015.00639::c,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,doi:10.3389/fpsyg.2015.00639,Experiment 3 - Blindfolded passive wheelchair,galli_2015_wheelchair,,front/back trunk tactile PPS with dynamic auditory field,The wheelchair as a full-body tool extending the peripersonal space. (c),c,Experiment 3 - Blindfolded passive wheelchair,3,experiment,confirmed_total,in_scope,composite_requires_split,3,"Abstract, participant allocation, and procedure explicitly identify three experiments: active, passive, and blindfolded passive wheelchair use.",publication PDF pp.1-5,experiment_specific_source_review_available,The wheelchair as a full-body tool extending the peripersonal space.,2015,10.3389/fpsyg.2015.00639,https://doi.org/10.3389/fpsyg.2015.00639,runnable,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,needs_user_download,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,18,0.52326096,281,0,281,0,0,61
doi:10.3389/fict.2017.00031::a,doi:10.3389/fict.2017.00031,serino_2018_mixed_reality_pps,doi:10.3389/fict.2017.00031,Experiment 1 - Visuotactile mixed reality,serino_2018_mixed_reality_pps,,mixed-reality PPS task using visual or audiovisual looming stimuli paired with tactile detection,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (a)",a,Experiment 1 - Visuotactile mixed reality,1,experiment,confirmed_total,adjacent_visual_only,composite_requires_split,2,Participants and Procedure explicitly report Experiment 1 visuotactile and Experiment 2 trimodal audiovisual-tactile datasets.,publication PDF pp.5-8,experiment_specific_source_review_available,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities",2018,10.3389/fict.2017.00031,https://doi.org/10.3389/fict.2017.00031,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,needs_user_download,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,19,0.51409396,281,0,281,0,0,61
doi:10.3389/fict.2017.00031::b,doi:10.3389/fict.2017.00031,serino_2018_mixed_reality_pps,doi:10.3389/fict.2017.00031,Experiment 2 - Trimodal audiovisual-tactile mixed reality,serino_2018_mixed_reality_pps,,mixed-reality PPS task using visual or audiovisual looming stimuli paired with tactile detection,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",b,Experiment 2 - Trimodal audiovisual-tactile mixed reality,2,experiment,confirmed_total,in_scope,composite_requires_split,2,Participants and Procedure explicitly report Experiment 1 visuotactile and Experiment 2 trimodal audiovisual-tactile datasets.,publication PDF pp.5-8,experiment_specific_source_review_available,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities",2018,10.3389/fict.2017.00031,https://doi.org/10.3389/fict.2017.00031,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,needs_user_download,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,19,0.51409396,281,0,281,0,0,61
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,social_perception_2017,,audio-tactile PPS task with social-perception context,Social perception of others shapes one's own multisensory peripersonal space.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::social_perception_2017,experiment_count_not_assessed,Social perception of others shapes one's own multisensory peripersonal space.,2018,10.1016/j.cortex.2017.08.033,https://doi.org/10.1016/j.cortex.2017.08.033,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,open_access_unavailable,not_found,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,20,0.51045469,281,0,281,0,220,61
doi:10.1016/j.neuropsychologia.2014.10.027,doi:10.1016/j.neuropsychologia.2014.10.027,maister_2015_shared_sensory,doi:10.1016/j.neuropsychologia.2014.10.027,maister_2015_shared_sensory,maister_2015_shared_sensory,,PPS measurement after shared sensory/social context,Your place or mine: shared sensory experiences elicit a remapping of peripersonal space.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::maister_2015_shared_sensory,experiment_count_not_assessed,Your place or mine: shared sensory experiences elicit a remapping of peripersonal space.,2015,10.1016/j.neuropsychologia.2014.10.027,https://doi.org/10.1016/j.neuropsychologia.2014.10.027,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,open_access_unavailable,not_found,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,21,0.509563241,281,0,281,0,220,61
doi:10.1523/jneurosci.1696-15.2015,doi:10.1523/jneurosci.1696-15.2015,ferri_2015_jneurosci_itv,doi:10.1523/jneurosci.1696-15.2015,ferri_2015_jneurosci_itv,ferri_2015_jneurosci_itv,,approaching auditory stimuli plus tactile RT PPS boundary task with fMRI endpoint,Intertrial Variability in the Premotor Cortex Accounts for Individual Differences in Peripersonal Space.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::ferri_2015_jneurosci_itv,experiment_count_not_assessed,Intertrial Variability in the Premotor Cortex Accounts for Individual Differences in Peripersonal Space.,2015,10.1523/jneurosci.1696-15.2015,https://doi.org/10.1523/jneurosci.1696-15.2015,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,paywalled,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,22,0.49042805,281,0,281,0,46,61
doi:10.1016/j.neuropsychologia.2006.12.004,doi:10.1016/j.neuropsychologia.2006.12.004,,doi:10.1016/j.neuropsychologia.2006.12.004,not_disaggregated,single_or_unassessed,,not_assessed,Auditory-somatosensory multisensory interactions in front and rear space.,,not_assessed,,unassessed_publication_placeholder,not_assessed,not_assessed,none,,No exact-DOI audit record; publication experiment count is not assessed.,,experiment_count_not_assessed,Auditory-somatosensory multisensory interactions in front and rear space.,2007,10.1016/j.neuropsychologia.2006.12.004,https://doi.org/10.1016/j.neuropsychologia.2006.12.004,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,23,0.475522459,281,0,281,0,220,61
doi:10.1152/jn.00652.2017,doi:10.1152/jn.00652.2017,noel_2018_neural_adaptation,doi:10.1152/jn.00652.2017,noel_2018_neural_adaptation,noel_2018_neural_adaptation,,psychophysical-computational PPS resizing task,Neural adaptation accounts for the dynamic resizing of peripersonal space: evidence from a psychophysical-computational approach.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::noel_2018_neural_adaptation,experiment_count_not_assessed,Neural adaptation accounts for the dynamic resizing of peripersonal space: evidence from a psychophysical-computational approach.,2018,10.1152/jn.00652.2017,https://doi.org/10.1152/jn.00652.2017,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,paywalled,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,9,24,0.4620605,281,0,281,0,32,61
doi:10.1016/j.cognition.2018.04.001,doi:10.1016/j.cognition.2018.04.001,ardizzi_ferri_2018_interoceptive,doi:10.1016/j.cognition.2018.04.001,ardizzi_ferri_2018_interoceptive,ardizzi_ferri_2018_interoceptive,,dynamic audio-tactile PPS boundary task with interoception context,Interoceptive influences on peripersonal space boundary.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::ardizzi_ferri_2018_interoceptive,experiment_count_not_assessed,Interoceptive influences on peripersonal space boundary.,2018,10.1016/j.cognition.2018.04.001,https://doi.org/10.1016/j.cognition.2018.04.001,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,paywalled,not_found,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,25,0.455226116,281,0,281,0,220,61
doi:10.1111/ejn.13872::a,doi:10.1111/ejn.13872,pfeiffer_2018_vestibular,doi:10.1111/ejn.13872,Experiment 1,pfeiffer_2018_vestibular,,bilateral lateral peri-head PPS trajectory profile,Vestibular modulation of peripersonal space boundaries. (a),a,Experiment 1,1,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,3,The network abstract says 46 participants completed three experiments; the current audit record is not experiment-specific.,publication_network.v3.json::doi:10.1111/ejn.13872; metadata_audit.jsonl::pfeiffer_2018_vestibular,combined_record_requires_experiment_specific_review,Vestibular modulation of peripersonal space boundaries.,2018,10.1111/ejn.13872,https://doi.org/10.1111/ejn.13872,runnable,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,26,0.442518781,281,0,281,0,0,61
doi:10.1111/ejn.13872::b,doi:10.1111/ejn.13872,pfeiffer_2018_vestibular,doi:10.1111/ejn.13872,Experiment 2,pfeiffer_2018_vestibular,,bilateral lateral peri-head PPS trajectory profile,Vestibular modulation of peripersonal space boundaries. (b),b,Experiment 2,2,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,3,The network abstract says 46 participants completed three experiments; the current audit record is not experiment-specific.,publication_network.v3.json::doi:10.1111/ejn.13872; metadata_audit.jsonl::pfeiffer_2018_vestibular,combined_record_requires_experiment_specific_review,Vestibular modulation of peripersonal space boundaries.,2018,10.1111/ejn.13872,https://doi.org/10.1111/ejn.13872,runnable,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,26,0.442518781,281,0,281,0,0,61
doi:10.1111/ejn.13872::c,doi:10.1111/ejn.13872,pfeiffer_2018_vestibular,doi:10.1111/ejn.13872,Experiment 3,pfeiffer_2018_vestibular,,bilateral lateral peri-head PPS trajectory profile,Vestibular modulation of peripersonal space boundaries. (c),c,Experiment 3,3,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,3,The network abstract says 46 participants completed three experiments; the current audit record is not experiment-specific.,publication_network.v3.json::doi:10.1111/ejn.13872; metadata_audit.jsonl::pfeiffer_2018_vestibular,combined_record_requires_experiment_specific_review,Vestibular modulation of peripersonal space boundaries.,2018,10.1111/ejn.13872,https://doi.org/10.1111/ejn.13872,runnable,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,26,0.442518781,281,0,281,0,0,61
doi:10.1016/j.neuropsychologia.2014.09.043,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,finisguerra_2015_moving_sounds_motor,,moving-sound hand-PPS task with rare tactile targets and motor-system/TMS endpoint,Moving sounds within the peripersonal space modulate the motor system.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::finisguerra_2015_moving_sounds_motor,experiment_count_not_assessed,Moving sounds within the peripersonal space modulate the motor system.,2015,10.1016/j.neuropsychologia.2014.09.043,https://doi.org/10.1016/j.neuropsychologia.2014.09.043,supported_incomplete,doi_matched_manual_parameter_review,manual_review,open_access_unavailable,not_found,pending_pdf,manual_review_completed_main_pdf_no_supplement_found,manual_review_missing_orientation_ledger,no_extracted_source,0,27,0.440569838,281,0,281,10,0,61
