priority_tier,priority_score,study_row_id,record_id,study_label,parameter_evidence_scope,target_parameter_path,provisional_implementation_hint,current_atomic_status,review_action,review_decision,value_normalized,reviewer_note,review_date
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.audiovisual_synchrony_policy,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.mixed_reality_equivalence_boundary,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.speaker_source_channel,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.speaker_switch_channels,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.speaker_switch_gains,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.speaker_switch_sequence,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.speaker_switch_times_ms,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.visual_duration_ms,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.visual_end_distance_cm,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.visual_renderer_engine,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.rendering.visual_start_distance_cm,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.trajectories.elevation_end_deg,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.61,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,none,target.trajectories.elevation_start_deg,unsupported_structural_gap,parent_low_confidence_atomic_unreviewed,manually_confirm_atomic_candidate,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.correct_response,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.correctness_rule,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.expected_response,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.response_capture_device,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.response_choice_set,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.response_input_modality,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.response_mode,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.response_required_by_trial_type,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.response_rule,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.response_scoring_policy,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.target_role,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.voice_key_enabled,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.voice_key_latency_correction_ms,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.voice_key_response_label,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.57,doi:10.1111/j.1467-9280.2007.01952.x,serino_2007_blind_cane_users,Extended multisensory space in blind cane users.,none,target.runtime.voice_key_threshold,runtime_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.audiovisual_synchrony_policy,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.mixed_reality_equivalence_boundary,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.speaker_source_channel,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.speaker_switch_channels,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.speaker_switch_gains,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.speaker_switch_sequence,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.speaker_switch_times_ms,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.visual_duration_ms,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.visual_end_distance_cm,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.visual_renderer_engine,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.rendering.visual_start_distance_cm,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.trajectories.elevation_end_deg,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.51,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,none,target.trajectories.elevation_start_deg,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.41,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,Moving sounds within the peripersonal space modulate the motor system.,none,target.tactile_protocol.catch_type,backend_schema_only,parent_derived_atomic_unreviewed,verify_atomic_derivation,,,,
P0,115.41,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,Moving sounds within the peripersonal space modulate the motor system.,none,target.trial_pool.auditory_only_count_exact,backend_schema_only,parent_derived_atomic_unreviewed,verify_atomic_derivation,,,,
P0,115.41,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,Moving sounds within the peripersonal space modulate the motor system.,none,target.trial_pool.auditory_only_crosses_sequence_variants,backend_schema_only,parent_derived_atomic_unreviewed,verify_atomic_derivation,,,,
P0,115.41,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,Moving sounds within the peripersonal space modulate the motor system.,none,target.trial_pool.auditory_only_percentage,backend_schema_only,parent_derived_atomic_unreviewed,verify_atomic_derivation,,,,
P0,115.41,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,Moving sounds within the peripersonal space modulate the motor system.,none,target.trial_pool.catch_crosses_sequence_variants,backend_schema_only,parent_derived_atomic_unreviewed,verify_atomic_derivation,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.audiovisual_synchrony_policy,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.mixed_reality_equivalence_boundary,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.speaker_source_channel,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.speaker_switch_channels,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.speaker_switch_gains,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.speaker_switch_sequence,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.speaker_switch_times_ms,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.visual_duration_ms,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.visual_end_distance_cm,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.visual_renderer_engine,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.visual_speed_cm_s,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.rendering.visual_start_distance_cm,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.trajectories.elevation_end_deg,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,115.39,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,none,target.trajectories.elevation_start_deg,unsupported_structural_gap,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.audiovisual_synchrony_policy,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.mixed_reality_equivalence_boundary,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.speaker_source_channel,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.speaker_switch_channels,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.speaker_switch_gains,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.speaker_switch_sequence,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.speaker_switch_times_ms,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.visual_duration_ms,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.visual_end_distance_cm,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.visual_renderer_engine,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.visual_speed_cm_s,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.rendering.visual_start_distance_cm,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.trajectories.elevation_end_deg,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.trajectories.elevation_start_deg,unsupported_structural_gap,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.audio_interface_model,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.body_rendering_mode,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.headphones_model,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.mixed_reality_context,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.renderer_version,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.room_acoustics,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.speaker_array_id,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.speaker_array_layout,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.speaker_model,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.visual_display_device,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.visual_motion_profile,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.rendering.visual_stimulus_type,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.sources.generation_software_version,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.sources.semantic_valence_class,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.sources.source_origin_generation_method,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.sources.source_profile,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.tactile_protocol.electrode_site,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.tactile_protocol.stimulator_model,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.tactile_protocol.tactile_modality,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.tactile_protocol.tactile_source_or_delivery,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.trial_sequence.expectancy_control_role,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.78,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans.,none,target.trial_sequence.hazard_control_policy,freeform_metadata_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.63,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,Cynophobic fear adaptively extends peri-personal space.,none,target.rendering.drr_iacc_policy,backend_schema_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.63,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,Cynophobic fear adaptively extends peri-personal space.,none,target.rendering.hrtf_database,backend_schema_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.63,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,Cynophobic fear adaptively extends peri-personal space.,none,target.rendering.hrtf_filter_id,backend_schema_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.63,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,Cynophobic fear adaptively extends peri-personal space.,none,target.rendering.hrtf_subject_id,backend_schema_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.63,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,Cynophobic fear adaptively extends peri-personal space.,none,target.rendering.ild_itd_policy,backend_schema_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.63,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,Cynophobic fear adaptively extends peri-personal space.,none,target.rendering.near_field_compensation,backend_schema_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
P0,114.63,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,Cynophobic fear adaptively extends peri-personal space.,none,target.rendering.renderer_engine,backend_schema_only,parent_reported_atomic_unreviewed,disaggregate_reported_parent_into_atomic_value,,,,
