study_row_id,network_node_id,record_id,study_label,event_id,event_label,order_index,event_kind,execution_mode,relation,relative_to_event_id,compiled_predecessor_event_ids,compiled_concurrent_event_ids,visit_id,session_id,pps_occurrence_id,timepoint_label,repeat_count,duration_s,duration_text,spacing_notes,factor_level_bindings_json,profile_or_protocol_ref,parameter_overrides_json,source_type,source_file,page_or_section,evidence_note,current_toolkit_support,future_toolkit_path
doi:10.3389/fpsyt.2014.00122,doi:10.3389/fpsyt.2014.00122,taffou_2014_cynophobic_rear_looming,Cynophobic fear adaptively extends peri-personal space.,sound_rating_post,Valence/arousal rating,4,secondary_task,external_operator,after,pps,pps,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyt.2014.00122__1e91f2bf0fe4.pdf,"PDF pp.2-4, Materials, Main Experiment, and Emotional Evaluation",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/srep02844::a,doi:10.1038/srep02844,,Amputation and prosthesis implantation shape body and peripersonal space representations. (a),tactile_distance_task,,1,secondary_task,external_operator,sequence_start,,,,,,,,1,,,Manually administered forehead-then-arm touch pairs; context order unreported.,{},doi:10.1038/srep02844::a,{},publication_pdf_adjacent_body_representation,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep02844__53600a56bb34.pdf,"PDF pp.6-7, overall structure and Experiment 1 tactile-distance task",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/srep02844::b,doi:10.1038/srep02844,canzoneri_2013_amputation_prosthesis,Amputation and prosthesis implantation shape body and peripersonal space representations. (b),pps_condition,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,,{},doi:10.1038/srep02844::b,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/canzoneri_2013_amputation_prosthesis.json,"PDF p.7, Experiment 2 Methods; manual review Segments 2 and 4",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/srep02844::c,doi:10.1038/srep02844,canzoneri_2013_amputation_prosthesis,Amputation and prosthesis implantation shape body and peripersonal space representations. (c),pps_condition,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,,{},doi:10.1038/srep02844::c,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/canzoneri_2013_amputation_prosthesis.json,PDF Experiment 3; manual review Segments 2 and 4,,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1371/journal.pone.0006582::a,doi:10.1371/journal.pone.0006582,serino_2009_tms,Motor properties of peripersonal space in humans. (a),auditory_tms_mep,Six auditory TMS/MEP blocks,1,pps_measurement,external_device,sequence_start,,,,,session_1,pps_mep_1,,6,,,,{},doi:10.1371/journal.pone.0006582::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1371_journal.pone.0006582__fe73a47a3f39.pdf,"PDF pp.2-4, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1371/journal.pone.0006582::b,doi:10.1371/journal.pone.0006582,serino_2009_tms,Motor properties of peripersonal space in humans. (b),auditory_tms_mep,Six auditory TMS/MEP blocks,1,pps_measurement,external_device,sequence_start,,,,,session_1,pps_mep_1,,6,,,,{},doi:10.1371/journal.pone.0006582::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1371_journal.pone.0006582__fe73a47a3f39.pdf,"PDF pp.2-4, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fnbeh.2015.00004::b,doi:10.3389/fnbeh.2015.00004,serino_2015_toolless_sync_training,Extending peripersonal space representation without tool-use: evidence from a combined behavioral-computational approach. (b),pps_pre,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,pre,,,,Repeated on each counterbalanced training day.,{},doi:10.3389/fnbeh.2015.00004::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fnbeh.2015.00004__fc05fe5e1bbf.pdf,"PDF pp.8-10, Behavioral Study",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fnbeh.2015.00004::b,doi:10.3389/fnbeh.2015.00004,serino_2015_toolless_sync_training,Extending peripersonal space representation without tool-use: evidence from a combined behavioral-computational approach. (b),training_sessions,Synchronous or asynchronous far-sound/fingertip training,2,training,external_operator,after,pps_pre,pps_pre,,,,,,2,300,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fnbeh.2015.00004__fc05fe5e1bbf.pdf,"PDF pp.8-10, Behavioral Study",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fnbeh.2015.00004::b,doi:10.3389/fnbeh.2015.00004,serino_2015_toolless_sync_training,Extending peripersonal space representation without tool-use: evidence from a combined behavioral-computational approach. (b),pps_post_or_interleaved,,3,pps_measurement,toolkit_protocol,after,training_sessions,training_sessions,,,,,post,,,,Exact number/placement of assessment blocks conflicts in source.,{},doi:10.3389/fnbeh.2015.00004::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fnbeh.2015.00004__fc05fe5e1bbf.pdf,"PDF pp.8-10, Behavioral Study",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1093/cercor/bhy156,doi:10.1093/cercor/bhy156,ieeg_trunk_2018,Audio-Tactile and Peripersonal Space Processing Around the Trunk in Human Parietal and Temporal Cortex: An Intracranial EEG Study.,passive_ieeg_pps,Passive iEEG PPS task,1,pps_measurement,toolkit_protocol,sequence_start,,,,,session_1,pps_1,,,,,,{},doi:10.1093/cercor/bhy156,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1093_cercor_bhy156__f189969f0e21.pdf,"PDF p.3 (publication) / pp.4-5 (preprint), Participants and Procedures",Peer-reviewed publication.,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::a,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (a),pps_pre,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,pre,,,,,{},doi:10.3389/fpsyg.2015.00639::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::a,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (a),wheelchair_use,Active Wheelchair,2,intervention,external_operator,after,pps_pre,pps_pre,,,,,,,780,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::a,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (a),pps_post,,3,pps_measurement,toolkit_protocol,after,wheelchair_use,wheelchair_use,,,,,post,,,,,{},doi:10.3389/fpsyg.2015.00639::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::a,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (a),questionnaires_skills,Wheelchair embodiment questionnaire and skills test,4,secondary_task,external_operator,after,pps_post,pps_post,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (b),pps_pre,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,pre,,,,,{},doi:10.3389/fpsyg.2015.00639::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (b),wheelchair_use,Passive Wheelchair,2,intervention,external_operator,after,pps_pre,pps_pre,,,,,,,780,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (b),pps_post,,3,pps_measurement,toolkit_protocol,after,wheelchair_use,wheelchair_use,,,,,post,,,,,{},doi:10.3389/fpsyg.2015.00639::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (b),questionnaires_skills,Wheelchair embodiment questionnaire and skills test,4,secondary_task,external_operator,after,pps_post,pps_post,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::c,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (c),pps_pre,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,pre,,,,,{},doi:10.3389/fpsyg.2015.00639::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::c,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (c),wheelchair_use,Blindfolded Passive Wheelchair,2,intervention,external_operator,after,pps_pre,pps_pre,,,,,,,780,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::c,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (c),pps_post,,3,pps_measurement,toolkit_protocol,after,wheelchair_use,wheelchair_use,,,,,post,,,,,{},doi:10.3389/fpsyg.2015.00639::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fpsyg.2015.00639::c,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,The wheelchair as a full-body tool extending the peripersonal space. (c),questionnaires_skills,Wheelchair embodiment questionnaire and skills test,4,secondary_task,external_operator,after,pps_post,pps_post,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fpsyg.2015.00639__916433c471c3.pdf,"PDF pp.2-5, Participants, PPS Task, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/fict.2017.00031::b,doi:10.3389/fict.2017.00031,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",trimodal_pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,4,,,"Four 135-trial blocks, about 12 min each.",{},doi:10.3389/fict.2017.00031::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_fict.2017.00031__f2e7eb47ab97.pdf,"PDF pp.3-8, Experiment 2",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.neuropsychologia.2014.10.027,doi:10.1016/j.neuropsychologia.2014.10.027,maister_2015_shared_sensory,Your place or mine: shared sensory experiences elicit a remapping of peripersonal space.,condition_pre_pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,ims_pre_pps,,2,,,,"{""timepoint"":""pre""}",doi:10.1016/j.neuropsychologia.2014.10.027,"{""ims_condition"":""counterbalanced block""}",publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2014.10.027__eb43a15b294b.pdf,"PDF pp.7-11, Participants, design, and procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.neuropsychologia.2014.10.027,doi:10.1016/j.neuropsychologia.2014.10.027,maister_2015_shared_sensory,Your place or mine: shared sensory experiences elicit a remapping of peripersonal space.,condition_ims,Synchronous or asynchronous IMS according to block,2,intervention,external_operator,after,condition_pre_pps,condition_pre_pps,,,,,,2,120,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2014.10.027__eb43a15b294b.pdf,"PDF pp.7-11, Participants, design, and procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.neuropsychologia.2014.10.027,doi:10.1016/j.neuropsychologia.2014.10.027,maister_2015_shared_sensory,Your place or mine: shared sensory experiences elicit a remapping of peripersonal space.,condition_post_pps,,3,pps_measurement,toolkit_protocol,after,condition_ims,condition_ims,,,,ims_post_pps,,2,,,,"{""timepoint"":""post""}",doi:10.1016/j.neuropsychologia.2014.10.027,"{""ims_condition"":""counterbalanced block""}",publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2014.10.027__eb43a15b294b.pdf,"PDF pp.7-11, Participants, design, and procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1152/jn.00652.2017,doi:10.1152/jn.00652.2017,noel_2018_neural_adaptation,Neural adaptation accounts for the dynamic resizing of peripersonal space: evidence from a psychophysical-computational approach.,velocity_pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,session_1,pps_1,,,,,,{},doi:10.1152/jn.00652.2017,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1152_jn.00652.2017__3c2ba1457c1b.pdf,"PDF pp.2-3, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1111/ejn.13872::a,doi:10.1111/ejn.13872,pfeiffer_2018_vestibular,Vestibular modulation of peripersonal space boundaries. (a),pps_rt,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,session_1,pps_1,,,,,,"{""task"":""pps_rt""}",doi:10.1111/ejn.13872::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_ejn.13872__9e2ccc01df25.pdf,"PDF pp.2-4, Participants and Experiment 1",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1111/ejn.13872::a,doi:10.1111/ejn.13872,pfeiffer_2018_vestibular,Vestibular modulation of peripersonal space boundaries. (a),distance_estimation,Sound-distance judgment,2,secondary_task,toolkit_protocol,after,pps_rt,pps_rt,,,session_1,,,,,,,"{""task"":""distance_estimation""}",,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_ejn.13872__9e2ccc01df25.pdf,"PDF pp.2-4, Participants and Experiment 1",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1111/ejn.13872::b,doi:10.1111/ejn.13872,pfeiffer_2018_vestibular,Vestibular modulation of peripersonal space boundaries. (b),vestibular_tactile_control,Vestibular-tactile control task,1,secondary_task,external_device,sequence_start,,,,,session_1,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_ejn.13872__9e2ccc01df25.pdf,"PDF pp.2 and 4-5, Participants and Experiment 2",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1111/ejn.13872::c,doi:10.1111/ejn.13872,pfeiffer_2018_vestibular,Vestibular modulation of peripersonal space boundaries. (c),trimodal_pps,,,pps_measurement,toolkit_protocol,sequence_start,,,,,interaction_sample,pps_1,,,,,,"{""task_sample"":""pps_interaction""}",doi:10.1111/ejn.13872::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_ejn.13872__9e2ccc01df25.pdf,"PDF pp.2 and 5, Participants and Experiment 3",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1111/ejn.13872::c,doi:10.1111/ejn.13872,pfeiffer_2018_vestibular,Vestibular modulation of peripersonal space boundaries. (c),trimodal_distance_estimation,Separate-sample sound-distance estimation,,secondary_task,external_device,sequence_start,,,,,estimation_sample,,,,,,,"{""task_sample"":""distance_estimation""}",,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_ejn.13872__9e2ccc01df25.pdf,"PDF pp.2 and 5, Participants and Experiment 3",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.neuropsychologia.2014.09.043,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,Moving sounds within the peripersonal space modulate the motor system.,pre_baseline,,1,calibration,external_device,sequence_start,,,,,,,,,,,,"{""phase"":""pre""}",finisguerra_2015_moving_sounds_motor,"{""auditory_stimulus"":""none""}",manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/finisguerra_2015_moving_sounds_motor.json,"PDF pp.2-4, Main experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.neuropsychologia.2014.09.043,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,Moving sounds within the peripersonal space modulate the motor system.,pps_tms,,2,pps_measurement,external_device,after,pre_baseline,pre_baseline,,,,,,4,,,,"{""phase"":""exp""}",finisguerra_2015_moving_sounds_motor,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/finisguerra_2015_moving_sounds_motor.json,"PDF pp.2-4, Main experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.neuropsychologia.2014.09.043,doi:10.1016/j.neuropsychologia.2014.09.043,finisguerra_2015_moving_sounds_motor,Moving sounds within the peripersonal space modulate the motor system.,post_baseline,,3,calibration,external_device,after,pps_tms,pps_tms,,,,,,,,,,"{""phase"":""post""}",finisguerra_2015_moving_sounds_motor,"{""auditory_stimulus"":""none""}",manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/finisguerra_2015_moving_sounds_motor.json,"PDF pp.2-4, Main experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.jneumeth.2019.108534,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,distribution_session_1,,1,pps_measurement,toolkit_protocol,sequence_start,,,,day_1,,,,8,,,,{},hobeika_2020_methods,"{""distance_distribution"":""factor-bound""}",publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.jneumeth.2019.108534__bf25728d3f5d.pdf,"PDF pp.4,6-7, Participants and Design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.jneumeth.2019.108534,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,distribution_session_2,,2,pps_measurement,toolkit_protocol,separate_visit,distribution_session_1,,,day_2,,,,8,,,No more than three days after the first session.,{},hobeika_2020_methods,"{""distance_distribution"":""factor-bound""}",publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.jneumeth.2019.108534__bf25728d3f5d.pdf,"PDF pp.4,6-7, Participants and Design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1093/schbul/sbac067,doi:10.1093/schbul/sbac067,schizophrenia_tool_use_2022,Tool-use Extends Peripersonal Space Boundaries in Schizophrenic Patients.,pps_pre,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,session_1,pps_pre,pre,,,,,"{""timepoint"":""pre""}",doi:10.1093/schbul/sbac067,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1093_schbul_sbac067__b51d4fd6e869.pdf,"PDF pp.2-4, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1093/schbul/sbac067,doi:10.1093/schbul/sbac067,schizophrenia_tool_use_2022,Tool-use Extends Peripersonal Space Boundaries in Schizophrenic Patients.,tool_training,100 tool-use movements,2,training,external_operator,after,pps_pre,pps_pre,,,session_2,,,,600,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1093_schbul_sbac067__b51d4fd6e869.pdf,"PDF pp.2-4, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1093/schbul/sbac067,doi:10.1093/schbul/sbac067,schizophrenia_tool_use_2022,Tool-use Extends Peripersonal Space Boundaries in Schizophrenic Patients.,pps_post,,3,pps_measurement,toolkit_protocol,after,tool_training,tool_training,,,session_3,pps_post,post,,,,,"{""timepoint"":""post""}",doi:10.1093/schbul/sbac067,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1093_schbul_sbac067__b51d4fd6e869.pdf,"PDF pp.2-4, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-020-05771-5::a,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (a),threshold_training,Tactile threshold training,1,calibration,toolkit_protocol,sequence_start,,,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-020-05771-5__45ba48c3a23a.pdf,"PDF pp.3-4, Experiment 1, Participants and Design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-020-05771-5::a,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (a),pps,,2,pps_measurement,toolkit_protocol,after,threshold_training,threshold_training,,,,,,4,,,,{},doi:10.1007/s00221-020-05771-5::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-020-05771-5__45ba48c3a23a.pdf,"PDF pp.3-4, Experiment 1, Participants and Design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-020-05771-5::b,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (b),pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,4,,,,{},doi:10.1007/s00221-020-05771-5::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-020-05771-5__45ba48c3a23a.pdf,"PDF p.6, Experiment 2",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-020-05771-5::c,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (c),pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,4,,,,{},doi:10.1007/s00221-020-05771-5::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-020-05771-5__45ba48c3a23a.pdf,"PDF pp.6-7, Experiment 3",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-020-05771-5::d,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (d),pps_condition_blocks,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,3,,,Counterbalanced Away/Passive/Active order; break duration differed by participant subgroup.,{},doi:10.1007/s00221-020-05771-5::d,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-020-05771-5__45ba48c3a23a.pdf,"PDF pp.7-8, Experiment 4",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1098/rsos.181878::a,doi:10.1098/rsos.181878,social_coding_2019,Social coding of the multisensory space around us. (a),pps_isolated,,,pps_measurement,toolkit_protocol,same_session,,,,,isolated_condition,pps_isolated,isolated,,,,,"{""social_condition"":""isolated""}",doi:10.1098/rsos.181878::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf,"PDF p.5, Social manipulation and Participants",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1098/rsos.181878::a,doi:10.1098/rsos.181878,social_coding_2019,Social coding of the multisensory space around us. (a),pps_dyad,,,pps_measurement,toolkit_protocol,same_session,,,,,dyad_condition,pps_dyad,dyad,,,,,"{""social_condition"":""dyad""}",doi:10.1098/rsos.181878::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf,"PDF p.5, Social manipulation and Participants",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1098/rsos.181878::b,doi:10.1098/rsos.181878,social_coding_2019,Social coding of the multisensory space around us. (b),pps_isolated,,,pps_measurement,toolkit_protocol,same_session,,,,,isolated_condition,pps_isolated,isolated,,,,,"{""social_condition"":""isolated""}",doi:10.1098/rsos.181878::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf,"PDF p.5, Social manipulation and Participants",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1098/rsos.181878::b,doi:10.1098/rsos.181878,social_coding_2019,Social coding of the multisensory space around us. (b),pps_dyad,,,pps_measurement,toolkit_protocol,same_session,,,,,dyad_condition,pps_dyad,dyad,,,,,"{""social_condition"":""dyad""}",doi:10.1098/rsos.181878::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf,"PDF p.5, Social manipulation and Participants",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
