record_id,citation_short,doi,coverage_category,pdf_status,supplement_status,visualization_audit_status,visualization_type,visualization_label,candidate_status,detected_terms,source_file,page_or_section,visual_verification_required,plotted_parameter_visual_checklist,manual_review_fields,evidence_note
serino_2015_front_back_trunk_exp2,"Serino et al. (2015), Exp. 2",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,sigmoid_psychometric_fit,Sigmoid or psychometric fit,inferred_low_confidence,sigmoid; fit; fitted; r2,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_front_back_trunk_exp2/serino_2015_front_back_trunk_exp2.fallback.txt,"source page/section(s) 8, 13",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_front_back_trunk_exp2,"Serino et al. (2015), Exp. 2",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,pps_boundary_or_size_index,PPS boundary or size index,inferred_low_confidence,boundary; size of pps; extension; extent; pps boundary,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_front_back_trunk_exp2/serino_2015_front_back_trunk_exp2.fallback.txt,"source page/section(s) 5, 9, 3",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_front_back_trunk_exp2,"Serino et al. (2015), Exp. 2",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,spatial_map_heatmap_or_body_boundary,"Spatial map, heatmap, or body boundary",inferred_low_confidence,map; peri-hand; peri-trunk; schema; schematic,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_front_back_trunk_exp2/serino_2015_front_back_trunk_exp2.fallback.txt,"source page/section(s) 10, 13, 2",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_front_back_trunk_exp2,"Serino et al. (2015), Exp. 2",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,near_far_or_distance_bin_plot,Near/far or distance-bin plot,inferred_low_confidence,near; far; close; distant; d1; d2; d3; d4; d6; d5; d7,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_front_back_trunk_exp2/serino_2015_front_back_trunk_exp2.fallback.txt,"source page/section(s) 5, 2, 13",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_front_back_trunk_exp2,"Serino et al. (2015), Exp. 2",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,apparatus_trajectory_schematic,Apparatus or trajectory schematic,inferred_low_confidence,figure; fig.; setup; experimental setup; speaker; loudspeaker; trajectory; receding; looming; participant; tactile; source,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_front_back_trunk_exp2/serino_2015_front_back_trunk_exp2.fallback.txt,"source page/section(s) 3, 7, 11",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_peri_hand_exp3,"Serino et al. (2015), Exp. 3",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,rt_by_soa_or_distance_curve,RT by SOA/distance curve,inferred_low_confidence,reaction time; rt; facilitation; temporal delay; distance; t1; t2; d1; d2,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_peri_hand_exp3/serino_2015_peri_hand_exp3.fallback.txt,"source page/section(s) 12, 2, 5",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_peri_hand_exp3,"Serino et al. (2015), Exp. 3",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,sigmoid_psychometric_fit,Sigmoid or psychometric fit,inferred_low_confidence,sigmoid; fit; fitted; r2,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_peri_hand_exp3/serino_2015_peri_hand_exp3.fallback.txt,"source page/section(s) 8, 13",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_peri_hand_exp3,"Serino et al. (2015), Exp. 3",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,pps_boundary_or_size_index,PPS boundary or size index,inferred_low_confidence,boundary; size of pps; extension; extent; pps boundary,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_peri_hand_exp3/serino_2015_peri_hand_exp3.fallback.txt,"source page/section(s) 5, 9, 3",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_peri_hand_exp3,"Serino et al. (2015), Exp. 3",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,spatial_map_heatmap_or_body_boundary,"Spatial map, heatmap, or body boundary",inferred_low_confidence,map; peri-hand; peri-trunk; schema; schematic,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_peri_hand_exp3/serino_2015_peri_hand_exp3.fallback.txt,"source page/section(s) 10, 13, 2",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_peri_hand_exp3,"Serino et al. (2015), Exp. 3",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,near_far_or_distance_bin_plot,Near/far or distance-bin plot,inferred_low_confidence,near; far; close; distant; d1; d2; d3; d4; d6; d5; d7,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_peri_hand_exp3/serino_2015_peri_hand_exp3.fallback.txt,"source page/section(s) 5, 2, 13",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_peri_hand_exp3,"Serino et al. (2015), Exp. 3",10.1038/srep18603,covered_runnable_profile,downloaded,downloaded,source_mined,apparatus_trajectory_schematic,Apparatus or trajectory schematic,inferred_low_confidence,figure; fig.; setup; experimental setup; speaker; loudspeaker; trajectory; receding; looming; participant; tactile; source,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_peri_hand_exp3/serino_2015_peri_hand_exp3.fallback.txt,"source page/section(s) 3, 7, 11",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_exps_4_to_6,"Serino et al. (2015), Exp. 4-6",10.1038/srep18603,not_yet_templated_requires_toolkit_structure,downloaded,downloaded,source_mined,rt_by_soa_or_distance_curve,RT by SOA/distance curve,inferred_low_confidence,reaction time; rt; facilitation; temporal delay; distance; t1; t2; d1; d2,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_exps_4_to_6/serino_2015_exps_4_to_6.fallback.txt,"source page/section(s) 12, 2, 5",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_exps_4_to_6,"Serino et al. (2015), Exp. 4-6",10.1038/srep18603,not_yet_templated_requires_toolkit_structure,downloaded,downloaded,source_mined,sigmoid_psychometric_fit,Sigmoid or psychometric fit,inferred_low_confidence,sigmoid; fit; fitted; r2,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_exps_4_to_6/serino_2015_exps_4_to_6.fallback.txt,"source page/section(s) 8, 13",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_exps_4_to_6,"Serino et al. (2015), Exp. 4-6",10.1038/srep18603,not_yet_templated_requires_toolkit_structure,downloaded,downloaded,source_mined,pps_boundary_or_size_index,PPS boundary or size index,inferred_low_confidence,boundary; size of pps; extension; extent; pps boundary,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_exps_4_to_6/serino_2015_exps_4_to_6.fallback.txt,"source page/section(s) 5, 9, 3",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_exps_4_to_6,"Serino et al. (2015), Exp. 4-6",10.1038/srep18603,not_yet_templated_requires_toolkit_structure,downloaded,downloaded,source_mined,spatial_map_heatmap_or_body_boundary,"Spatial map, heatmap, or body boundary",inferred_low_confidence,map; peri-hand; peri-trunk; schema; schematic,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_exps_4_to_6/serino_2015_exps_4_to_6.fallback.txt,"source page/section(s) 10, 13, 2",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_exps_4_to_6,"Serino et al. (2015), Exp. 4-6",10.1038/srep18603,not_yet_templated_requires_toolkit_structure,downloaded,downloaded,source_mined,near_far_or_distance_bin_plot,Near/far or distance-bin plot,inferred_low_confidence,near; far; close; distant; d1; d2; d3; d4; d6; d5; d7,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_exps_4_to_6/serino_2015_exps_4_to_6.fallback.txt,"source page/section(s) 5, 2, 13",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_exps_4_to_6,"Serino et al. (2015), Exp. 4-6",10.1038/srep18603,not_yet_templated_requires_toolkit_structure,downloaded,downloaded,source_mined,apparatus_trajectory_schematic,Apparatus or trajectory schematic,inferred_low_confidence,figure; fig.; setup; experimental setup; speaker; loudspeaker; trajectory; receding; looming; participant; tactile; source,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_exps_4_to_6/serino_2015_exps_4_to_6.fallback.txt,"source page/section(s) 3, 7, 11",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_toolless_sync_training,Serino/Canzoneri 2015 toolless sync training,10.3389/fnbeh.2015.00004,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,rt_by_soa_or_distance_curve,RT by SOA/distance curve,inferred_low_confidence,rt; distance; t1; t2; t3; t4; t5; d1; d2; reaction time,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_toolless_sync_training/serino_2015_toolless_sync_training.fallback.txt,"source page/section(s) 9, 2, 6",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_toolless_sync_training,Serino/Canzoneri 2015 toolless sync training,10.3389/fnbeh.2015.00004,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,sigmoid_psychometric_fit,Sigmoid or psychometric fit,inferred_low_confidence,sigmoid; fit; fitted; slope,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_toolless_sync_training/serino_2015_toolless_sync_training.fallback.txt,"source page/section(s) 11, 6",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_toolless_sync_training,Serino/Canzoneri 2015 toolless sync training,10.3389/fnbeh.2015.00004,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,pps_boundary_or_size_index,PPS boundary or size index,inferred_low_confidence,pps boundary; boundary; extension; index,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_toolless_sync_training/serino_2015_toolless_sync_training.fallback.txt,"source page/section(s) 12, 6",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_toolless_sync_training,Serino/Canzoneri 2015 toolless sync training,10.3389/fnbeh.2015.00004,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,condition_group_bar_box_summary,Condition/group bar or box summary,inferred_low_confidence,mean; sem; condition; pre; post; comparison,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_toolless_sync_training/serino_2015_toolless_sync_training.fallback.txt,"source page/section(s) 10, 5, 7",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_toolless_sync_training,Serino/Canzoneri 2015 toolless sync training,10.3389/fnbeh.2015.00004,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,near_far_or_distance_bin_plot,Near/far or distance-bin plot,inferred_low_confidence,far; close; distant; d1; d2; d3; d4; d5,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_toolless_sync_training/serino_2015_toolless_sync_training.fallback.txt,"source page/section(s) 10, 9, 11",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_toolless_sync_training,Serino/Canzoneri 2015 toolless sync training,10.3389/fnbeh.2015.00004,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,apparatus_trajectory_schematic,Apparatus or trajectory schematic,inferred_low_confidence,figure; apparatus; speaker; loudspeaker; receding; participant; tactile; source; approaching,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_toolless_sync_training/serino_2015_toolless_sync_training.fallback.txt,"source page/section(s) 8, 9, 10",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
serino_2015_toolless_sync_training,Serino/Canzoneri 2015 toolless sync training,10.3389/fnbeh.2015.00004,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,neural_trace_topography_or_brain_map,"Neural trace, topography, or brain map",inferred_low_confidence,erp; fmri; brain; cortex,artifacts/paper_metadata_audit/extracted/fallback/serino_2015_toolless_sync_training/serino_2015_toolless_sync_training.fallback.txt,source page/section(s) 13,yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
noel_2018_neural_adaptation,Noel et al. (2018),10.1152/jn.00652.2017,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,rt_by_soa_or_distance_curve,RT by SOA/distance curve,inferred_low_confidence,reaction time; rt; facilitation; distance; t1; t2; t3; t4; t5; d1; d2; plot,artifacts/paper_metadata_audit/extracted/fallback/noel_2018_neural_adaptation/noel_2018_neural_adaptation.fallback.txt,"source page/section(s) 3, 15, 13",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
noel_2018_neural_adaptation,Noel et al. (2018),10.1152/jn.00652.2017,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,sigmoid_psychometric_fit,Sigmoid or psychometric fit,inferred_low_confidence,sigmoid; fit; fitted; slope; r2,artifacts/paper_metadata_audit/extracted/fallback/noel_2018_neural_adaptation/noel_2018_neural_adaptation.fallback.txt,"source page/section(s) 3, 11, 13",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
noel_2018_neural_adaptation,Noel et al. (2018),10.1152/jn.00652.2017,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,pps_boundary_or_size_index,PPS boundary or size index,inferred_low_confidence,pps boundary; boundary; size of pps; extent; auc; threshold; pps size; index,artifacts/paper_metadata_audit/extracted/fallback/noel_2018_neural_adaptation/noel_2018_neural_adaptation.fallback.txt,"source page/section(s) 3, 24, 25",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
noel_2018_neural_adaptation,Noel et al. (2018),10.1152/jn.00652.2017,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,condition_group_bar_box_summary,Condition/group bar or box summary,inferred_low_confidence,mean; sem; condition; pre; group; post,artifacts/paper_metadata_audit/extracted/fallback/noel_2018_neural_adaptation/noel_2018_neural_adaptation.fallback.txt,"source page/section(s) 11, 21, 22",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
noel_2018_neural_adaptation,Noel et al. (2018),10.1152/jn.00652.2017,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,spatial_map_heatmap_or_body_boundary,"Spatial map, heatmap, or body boundary",inferred_low_confidence,map; peri-trunk; near space; peri-hand,artifacts/paper_metadata_audit/extracted/fallback/noel_2018_neural_adaptation/noel_2018_neural_adaptation.fallback.txt,"source page/section(s) 1, 5, 9",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
noel_2018_neural_adaptation,Noel et al. (2018),10.1152/jn.00652.2017,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,near_far_or_distance_bin_plot,Near/far or distance-bin plot,inferred_low_confidence,near; distal; close; d1; d2; d3; d4; d5; d6; d7; far,artifacts/paper_metadata_audit/extracted/fallback/noel_2018_neural_adaptation/noel_2018_neural_adaptation.fallback.txt,"source page/section(s) 3, 13, 1",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
