study_row_id,network_node_id,record_id,parameter_evidence_scope,target_parameter_path,value_raw,value_normalized,unit,field_status,confidence_score,confidence_label,source_type,source_file,page_or_section,evidence_note,review_attempts,protocol_lineage_id,orientation_evidence_class,provisional_implementation_hint,target_dictionary_pointer,reviewer_note,review_date
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.eligibility_screening,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.eligibility_screening,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.exclusion_criteria,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.exclusion_criteria,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.group_labels,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.group_labels,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.inclusion_criteria,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.inclusion_criteria,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.intervention_training,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.intervention_training,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.locomotion_condition,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.locomotion_condition,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.participant_code_policy,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,fixed_policy_not_configurable,target_method_validation_dictionary.csv::target.study.participant_code_policy,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.planned_sample_n,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,unsupported_structural_gap,target_method_validation_dictionary.csv::target.study.planned_sample_n,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.population_scope,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.population_scope,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.session_timepoints,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.session_timepoints,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.social_clinical_context,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.social_clinical_context,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.study_design_type,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.study_design_type,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.tool_condition,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.tool_condition,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.study.within_subject_factors,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,current_audit_without_manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.study.within_subject_factors,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.amplitude,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.amplitude,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.auditory_only_enabled,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents catch_trial_type; catch_trial_type:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.auditory_only_enabled,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.baseline_custom_trial_mode,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,baseline_strategy: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"baseline_strategy: source page/section(s) 3, 4, 5",coarse parents baseline_strategy; baseline_strategy:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.baseline_custom_trial_mode,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.baseline_enabled,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,baseline_strategy: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"baseline_strategy: source page/section(s) 3, 4, 5",coarse parents baseline_strategy; baseline_strategy:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.baseline_enabled,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.baseline_soa_values_ms,,,ms,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,baseline_timing: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"baseline_timing: source page/section(s) 4, 3, 6",coarse parents baseline_timing; baseline_timing:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.baseline_soa_values_ms,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.baseline_strategy,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,baseline_strategy: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"baseline_strategy: source page/section(s) 3, 4, 5",coarse parents baseline_strategy; baseline_strategy:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.baseline_strategy,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.baseline_timing_reference,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,baseline_timing: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"baseline_timing: source page/section(s) 4, 3, 6",coarse parents baseline_timing; baseline_timing:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.baseline_timing_reference,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.calibration_method,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.calibration_method,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.catch_enabled,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents catch_trial_type; catch_trial_type:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.catch_enabled,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.catch_type,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents catch_trial_type; catch_trial_type:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.catch_type,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.channel_map,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.channel_map,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.cue_duration_ms,,,ms,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.cue_duration_ms,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.distance_at_touch_values_cm,,,cm,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents soa_table; soa_table:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.distance_at_touch_values_cm,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.electrode_site,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.tactile_protocol.electrode_site,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.external_trigger_channel,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.external_trigger_channel,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.external_trigger_code,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.external_trigger_code,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.external_trigger_modality,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.external_trigger_modality,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.external_trigger_required,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.external_trigger_required,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.external_trigger_role,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.external_trigger_role,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.external_trigger_tolerance_ms,,,ms,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.external_trigger_tolerance_ms,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.frequency_hz,,,Hz,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.frequency_hz,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.intensity,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.intensity,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.intensity_unit,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.intensity_unit,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.pair_spatial_values_with_soas,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents soa_table; soa_table:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.pair_spatial_values_with_soas,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.pulse_duration_ms,,,ms,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.pulse_duration_ms,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.soa_reference_anchor,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents soa_table; soa_table:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.soa_reference_anchor,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.soa_sign_convention,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents soa_table; soa_table:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.soa_sign_convention,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.soa_values_ms,,,ms,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents soa_table; soa_table:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.soa_values_ms,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.spatial_values_cm,,,cm,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,,,coarse parents soa_table; soa_table:source_unavailable,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.spatial_values_cm,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.stimulator_model,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.tactile_protocol.stimulator_model,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.tactile_body_anchor,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.tactile_body_anchor,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.tactile_channel,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.tactile_protocol.tactile_channel,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.tactile_modality,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.tactile_protocol.tactile_modality,,
doi:10.3389/fpsyg.2015.00639::b,doi:10.3389/fpsyg.2015.00639,galli_2015_wheelchair,composite_requires_split,target.tactile_protocol.tactile_present,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,current_audit_without_manual_review,tactile_stimulus: artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"tactile_stimulus: source page/section(s) 3, 1, 5",coarse parents tactile_stimulus; tactile_stimulus:inferred_low_confidence; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=galli_2015_wheelchair::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.tactile_protocol.tactile_present,,
